faiss_idx,item_id,source,title,authors,category,text
9287,paper_4302,paper,Distributional Results for Thresholding Estimators in High-Dimensional   Gaussian Regression Models,"Benedikt M. P\""otscher, Ulrike Schneider",math.ST,"We study the distribution of hard-, soft-, and adaptive soft-thresholding estimators within a linear regression model where the number of parameters k can depend on sample size n and may diverge with n. In addition to the case of known error-variance, we define and study versions of the estimators when the error-variance is unknown. We derive the finite-sample distribution of each estimator and study its behavior in the large-sample limit, also investigating the effects of having to estimate the"
9288,paper_4303,paper,Use of Markov Chains to Design an Agent Bidding Strategy for Continuous   Double Auctions,"W. P. Birmingham, E. H. Durfee, S. Park",cs.AI,"As computational agents are developed for increasingly complicated e-commerce applications, the complexity of the decisions they face demands advances in artificial intelligence techniques. For example, an agent representing a seller in an auction should try to maximize the seller's profit by reasoning about a variety of possibly uncertain pieces of information, such as the maximum prices various buyers might be willing to pay, the possible prices being offered by competing sellers, the rules by"
9289,paper_4304,paper,The Rate of Convergence of AdaBoost,Indraneel Mukherjee and Cynthia Rudin and Robert E. Schapire,math.OC,"The AdaBoost algorithm was designed to combine many ""weak"" hypotheses that perform slightly better than random guessing into a ""strong"" hypothesis that has very low error. We study the rate at which AdaBoost iteratively converges to the minimum of the ""exponential loss."" Unlike previous work, our proofs do not require a weak-learning assumption, nor do they require that minimizers of the exponential loss are finite. Our first result shows that at iteration $t$, the exponential loss of AdaBoost's"
9290,paper_4305,paper,Deterministic Sequencing of Exploration and Exploitation for Multi-Armed Bandit Problems,"Sattar Vakili, Keqin Liu, Qing Zhao",math.OC,"In the Multi-Armed Bandit (MAB) problem, there is a given set of arms with unknown reward models. At each time, a player selects one arm to play, aiming to maximize the total expected reward over a horizon of length T. An approach based on a Deterministic Sequencing of Exploration and Exploitation (DSEE) is developed for constructing sequential arm selection policies. It is shown that for all light-tailed reward distributions, DSEE achieves the optimal logarithmic order of the regret, where regr"
9291,paper_4306,paper,IBSEAD: - A Self-Evolving Self-Obsessed Learning Algorithm for Machine   Learning,Jitesh Dundas and David Chik,cs.LG,"We present IBSEAD or distributed autonomous entity systems based Interaction - a learning algorithm for the computer to self-evolve in a self-obsessed manner. This learning algorithm will present the computer to look at the internal and external environment in series of independent entities, which will interact with each other, with and/or without knowledge of the computer's brain. When a learning algorithm interacts, it does so by detecting and understanding the entities in the human algorithm."
9292,paper_4307,paper,Towards two-dimensional search engines,"Leonardo Ermann, Alexei D. Chepelianskii and Dima L. Shepelyansky",cs.IR,"We study the statistical properties of various directed networks using ranking of their nodes based on the dominant vectors of the Google matrix known as PageRank and CheiRank. On average PageRank orders nodes proportionally to a number of ingoing links, while CheiRank orders nodes proportionally to a number of outgoing links. In this way the ranking of nodes becomes two-dimensional that paves the way for development of two-dimensional search engines of new type. Statistical properties of inform"
9293,paper_4308,paper,Visual Secret Sharing Scheme using Grayscale Images,Sandeep Katta,cs.CR,"Pixel expansion and the quality of the reconstructed secret image has been a major issue of visual secret sharing (VSS) schemes. A number of probabilistic VSS schemes with minimum pixel expansion have been proposed for black and white (binary) secret images. This paper presents a probabilistic (2, 3)-VSS scheme for gray scale images. Its pixel expansion is larger in size but the quality of the image is perfect when it's reconstructed. The construction of the shadow images (transparent shares) is"
9294,paper_4309,paper,Kernels for Vector-Valued Functions: a Review,"Mauricio A. Alvarez, Lorenzo Rosasco, Neil D. Lawrence",stat.ML,"Kernel methods are among the most popular techniques in machine learning. From a frequentist/discriminative perspective they play a central role in regularization theory as they provide a natural choice for the hypotheses space and the regularization functional through the notion of reproducing kernel Hilbert spaces. From a Bayesian/generative perspective they are the key in the context of Gaussian processes, where the kernel function is also known as the covariance function. Traditionally, kern"
9295,paper_4310,paper,A Note on Improved Loss Bounds for Multiple Kernel Learning,Zakria Hussain and John Shawe-Taylor and Mario Marchand,cs.LG,"In this paper, we correct an upper bound, presented in~\cite{hs-11}, on the generalisation error of classifiers learned through multiple kernel learning. The bound in~\cite{hs-11} uses Rademacher complexity and has an\emph{additive} dependence on the logarithm of the number of kernels and the margin achieved by the classifier. However, there are some errors in parts of the proof which are corrected in this paper. Unfortunately, the final result turns out to be a risk bound which has a \emph{mult"
9296,paper_4311,paper,Vision-Based Navigation III: Pose and Motion from Omnidirectional   Optical Flow and a Digital Terrain Map,"Ronen Lerner, Oleg Kupervasser and Ehud Rivlin",cs.CV,"An algorithm for pose and motion estimation using corresponding features in omnidirectional images and a digital terrain map is proposed. In previous paper, such algorithm for regular camera was considered. Using a Digital Terrain (or Digital Elevation) Map (DTM/DEM) as a global reference enables recovering the absolute position and orientation of the camera. In order to do this, the DTM is used to formulate a constraint between corresponding features in two consecutive frames. In this paper, th"
9297,paper_4312,paper,A New Technique for Combining Multiple Classifiers using The   Dempster-Shafer Theory of Evidence,"A. Al-Ani, M. Deriche",cs.AI,"This paper presents a new classifier combination technique based on the Dempster-Shafer theory of evidence. The Dempster-Shafer theory of evidence is a powerful method for combining measures of evidence from different classifiers. However, since each of the available methods that estimates the evidence of classifiers has its own limitations, we propose here a new implementation which adapts to training data so that the overall mean square error is minimized. The proposed technique is shown to ou"
9298,paper_4313,paper,Searching for Bayesian Network Structures in the Space of Restricted   Acyclic Partially Directed Graphs,"S. Acid, L. M. de Campos",cs.AI,"Although many algorithms have been designed to construct Bayesian network structures using different approaches and principles, they all employ only two methods: those based on independence criteria, and those based on a scoring function and a search procedure (although some methods combine the two). Within the score+search paradigm, the dominant approach uses local search methods in the space of directed acyclic graphs (DAGs), where the usual choices for defining the elementary modifications (l"
9299,paper_4314,paper,Learning to Order BDD Variables in Verification,"O. Grumberg, S. Livne, S. Markovitch",cs.AI,"The size and complexity of software and hardware systems have significantly increased in the past years. As a result, it is harder to guarantee their correct behavior. One of the most successful methods for automated verification of finite-state systems is model checking. Most of the current model-checking systems use binary decision diagrams (BDDs) for the representation of the tested model and in the verification process of its properties. Generally, BDDs allow a canonical compact representati"
9300,paper_4315,paper,Decentralized Supply Chain Formation: A Market Protocol and Competitive   Equilibrium Analysis,"W. E. Walsh, M. P. Wellman",cs.AI,"Supply chain formation is the process of determining the structure and terms of exchange relationships to enable a multilevel, multiagent production activity. We present a simple model of supply chains, highlighting two characteristic features: hierarchical subtask decomposition, and resource contention. To decentralize the formation process, we introduce a market price system over the resources produced along the chain. In a competitive equilibrium for this system, agents choose locally optimal"
9301,paper_4316,paper,K-Implementation,"D. Monderer, M. Tennenholtz",cs.GT,"This paper discusses an interested party who wishes to influence the behavior of agents in a game (multi-agent interaction), which is not under his control. The interested party cannot design a new game, cannot enforce agents' behavior, cannot enforce payments by the agents, and cannot prohibit strategies available to the agents. However, he can influence the outcome of the game by committing to non-negative monetary transfers for the different strategy profiles that may be selected by the agent"
9302,paper_4317,paper,CP-nets: A Tool for Representing and Reasoning withConditional Ceteris   Paribus Preference Statements,"C. Boutilier, R. I. Brafman, C. Domshlak, H. H. Hoos, D. Poole",cs.AI,"Information about user preferences plays a key role in automated decision making. In many domains it is desirable to assess such preferences in a qualitative rather than quantitative way. In this paper, we propose a qualitative graphical representation of preferences that reflects conditional dependence and independence of preference statements under a ceteris paribus (all else being equal) interpretation. Such a representation is often compact and arguably quite natural in many circumstances. W"
9303,paper_4318,paper,Complexity Results and Approximation Strategies for MAP Explanations,"A. Darwiche, J. D. Park",cs.AI,"MAP is the problem of finding a most probable instantiation of a set of variables given evidence. MAP has always been perceived to be significantly harder than the related problems of computing the probability of a variable instantiation Pr, or the problem of computing the most probable explanation (MPE). This paper investigates the complexity of MAP in Bayesian networks. Specifically, we show that MAP is complete for NP^PP and provide further negative complexity results for algorithms based on "
9304,paper_4319,paper,Taming Numbers and Durations in the Model Checking Integrated Planning   System,S. Edelkamp,cs.AI,The Model Checking Integrated Planning System (MIPS) is a temporal least commitment heuristic search planner based on a flexible object-oriented workbench architecture. Its design clearly separates explicit and symbolic directed exploration algorithms from the set of on-line and off-line computed estimates and associated data structures. MIPS has shown distinguished performance in the last two international planning competitions. In the last event the description language was extended from pure 
9305,paper_4320,paper,IDL-Expressions: A Formalism for Representing and Parsing Finite   Languages in Natural Language Processing,"M. J. Nederhof, G. Satta",cs.AI,"We propose a formalism for representation of finite languages, referred to as the class of IDL-expressions, which combines concepts that were only considered in isolation in existing formalisms. The suggested applications are in natural language processing, more specifically in surface natural language generation and in machine translation, where a sentence is obtained by first generating a large set of candidate sentences, represented in a compact way, and then by filtering such a set through a"
9306,paper_4321,paper,Effective Dimensions of Hierarchical Latent Class Models,"T. Kocka, N. L. Zhang",cs.AI,"Hierarchical latent class (HLC) models are tree-structured Bayesian networks where leaf nodes are observed while internal nodes are latent. There are no theoretically well justified model selection criteria for HLC models in particular and Bayesian networks with latent nodes in general. Nonetheless, empirical studies suggest that the BIC score is a reasonable criterion to use in practice for learning HLC models. Empirical studies also suggest that sometimes model selection can be improved if sta"
9307,paper_4322,paper,A Personalized System for Conversational Recommendations,"M. H. Goker, P. Langley, C. A. Thompson",cs.IR,"Searching for and making decisions about information is becoming increasingly difficult as the amount of information and number of choices increases. Recommendation systems help users find items of interest of a particular type, such as movies or restaurants, but are still somewhat awkward to use. Our solution is to take advantage of the complementary strengths of personalized recommendation systems and dialogue systems, creating personalized aides. We present a system -- the Adaptive Place Advi"
9308,paper_4323,paper,Coherent Integration of Databases by Abductive Logic Programming,"O. Arieli, M. Bruynooghe, M. Denecker, B. Van Nuffelen",cs.AI,"We introduce an abductive method for a coherent integration of independent data-sources. The idea is to compute a list of data-facts that should be inserted to the amalgamated database or retracted from it in order to restore its consistency. This method is implemented by an abductive solver, called Asystem, that applies SLDNFA-resolution on a meta-theory that relates different, possibly contradicting, input databases. We also give a pure model-theoretic analysis of the possible ways to `recover"
9309,paper_4324,paper,Grounded Semantic Composition for Visual Scenes,"P. Gorniak, D. Roy",cs.AI,"We present a visually-grounded language understanding model based on a study of how people verbally describe objects in scenes. The emphasis of the model is on the combination of individual word meanings to produce meanings for complex referring expressions. The model has been implemented, and it is able to understand a broad range of spatial referring expressions. We describe our implementation of word level visually-grounded semantics and their embedding in a compositional parsing framework. T"
9310,paper_4325,paper,Price Prediction in a Trading Agent Competition,"K. M. Lochner, D. M. Reeves, Y. Vorobeychik, M. P. Wellman",cs.AI,"The 2002 Trading Agent Competition (TAC) presented a challenging market game in the domain of travel shopping. One of the pivotal issues in this domain is uncertainty about hotel prices, which have a significant influence on the relative cost of alternative trip schedules. Thus, virtually all participants employ some method for predicting hotel prices. We survey approaches employed in the tournament, finding that agents apply an interesting diversity of techniques, taking into account differing "
9311,paper_4326,paper,Compositional Model Repositories via Dynamic Constraint Satisfaction   with Order-of-Magnitude Preferences,"J. Keppens, Q. Shen",cs.AI,"The predominant knowledge-based approach to automated model construction, compositional modelling, employs a set of models of particular functional components. Its inference mechanism takes a scenario describing the constituent interacting components of a system and translates it into a useful mathematical model. This paper presents a novel compositional modelling approach aimed at building model repositories. It furthers the field in two respects. Firstly, it expands the application domain of c"
9312,paper_4327,paper,Can We Learn to Beat the Best Stock,"A. Borodin, R. El-Yaniv, V. Gogan",cs.AI,"A novel algorithm for actively trading stocks is presented. While traditional expert advice and ""universal"" algorithms (as well as standard technical trading heuristics) attempt to predict winners or trends, our approach relies on predictable statistical relations between all pairs of stocks in the market. Our empirical results on historical markets provide strong evidence that this type of technical trading can ""beat the market"" and moreover, can beat the best stock in the market. In doing so w"
9313,paper_4328,paper,Competitive Coevolution through Evolutionary Complexification,"R. Miikkulainen, K. O. Stanley",cs.AI,"Two major goals in machine learning are the discovery and improvement of solutions to complex problems. In this paper, we argue that complexification, i.e. the incremental elaboration of solutions through adding new structure, achieves both these goals. We demonstrate the power of complexification through the NeuroEvolution of Augmenting Topologies (NEAT) method, which evolves increasingly complex neural network architectures. NEAT is applied to an open-ended coevolutionary robot duel domain whe"
9314,paper_4329,paper,Dual Modelling of Permutation and Injection Problems,"B. Hnich, B. M. Smith, T. Walsh",cs.AI,"When writing a constraint program, we have to choose which variables should be the decision variables, and how to represent the constraints on these variables. In many cases, there is considerable choice for the decision variables. Consider, for example, permutation problems in which we have as many values as variables, and each variable takes an unique value. In such problems, we can choose between a primal and a dual viewpoint. In the dual viewpoint, each dual variable represents one of the pr"
9315,paper_4330,paper,Generalizing Boolean Satisfiability I: Background and Survey of Existing   Work,"H. E. Dixon, M. L. Ginsberg, A. J. Parkes",cs.AI,"This is the first of three planned papers describing ZAP, a satisfiability engine that substantially generalizes existing tools while retaining the performance characteristics of modern high-performance solvers. The fundamental idea underlying ZAP is that many problems passed to such engines contain rich internal structure that is obscured by the Boolean representation used; our goal is to define a representation in which this structure is apparent and can easily be exploited to improve computat"
9316,paper_4331,paper,PHA*: Finding the Shortest Path with A* in An Unknown Physical   Environment,"A. Ben-Yair, A. Felner, S. Kraus, N. Netanyahu, R. Stern",cs.AI,"We address the problem of finding the shortest path between two points in an unknown real physical environment, where a traveling agent must move around in the environment to explore unknown territory. We introduce the Physical-A* algorithm (PHA*) for solving this problem. PHA* expands all the mandatory nodes that A* would expand and returns the shortest path between the two points. However, due to the physical nature of the problem, the complexity of the algorithm is measured by the traveling e"
9317,paper_4332,paper,Restricted Value Iteration: Theory and Algorithms,"N. L. Zhang, W. Zhang",cs.AI,"Value iteration is a popular algorithm for finding near optimal policies for POMDPs. It is inefficient due to the need to account for the entire belief space, which necessitates the solution of large numbers of linear programs. In this paper, we study value iteration restricted to belief subsets. We show that, together with properly chosen belief subsets, restricted value iteration yields near-optimal policies and we give a condition for determining whether a given belief subset would bring abou"
9318,paper_4333,paper,A Maximal Tractable Class of Soft Constraints,"D. Cohen, M. Cooper, P. Jeavons, A. Krokhin",cs.AI,"Many researchers in artificial intelligence are beginning to explore the use of soft constraints to express a set of (possibly conflicting) problem requirements. A soft constraint is a function defined on a collection of variables which associates some measure of desirability with each possible combination of values for those variables. However, the crucial question of the computational complexity of finding the optimal solution to a collection of soft constraints has so far received very little"
9319,paper_4334,paper,Towards Understanding and Harnessing the Potential of Clause Learning,"P. Beame, H. Kautz, A. Sabharwal",cs.AI,"Efficient implementations of DPLL with the addition of clause learning are the fastest complete Boolean satisfiability solvers and can handle many significant real-world problems, such as verification, planning and design. Despite its importance, little is known of the ultimate strengths and limitations of the technique. This paper presents the first precise characterization of clause learning as a proof system (CL), and begins the task of understanding its power by relating it to the well-studi"
9320,paper_4335,paper,Graduality in Argumentation,"C. Cayrol, M. C. Lagasquie-Schiex",cs.AI,"Argumentation is based on the exchange and valuation of interacting arguments, followed by the selection of the most acceptable of them (for example, in order to take a decision, to make a choice). Starting from the framework proposed by Dung in 1995, our purpose is to introduce 'graduality' in the selection of the best arguments, i.e., to be able to partition the set of the arguments in more than the two usual subsets of 'selected' and 'non-selected' arguments in order to represent different le"
9321,paper_4336,paper,Explicit Learning Curves for Transduction and Application to Clustering   and Compression Algorithms,"P. Derbeko, R. El-Yaniv, R. Meir",cs.AI,"Inductive learning is based on inferring a general rule from a finite data set and using it to label new data. In transduction one attempts to solve the problem of using a labeled training set to label a set of unlabeled points, which are given to the learner prior to learning. Although transduction seems at the outset to be an easier task than induction, there have not been many provably useful algorithms for transduction. Moreover, the precise relation between induction and transduction has no"
9322,paper_4337,paper,Decentralized Control of Cooperative Systems: Categorization and   Complexity Analysis,"C. V. Goldman, S. Zilberstein",cs.AI,"Decentralized control of cooperative systems captures the operation of a group of decision makers that share a single global objective. The difficulty in solving optimally such problems arises when the agents lack full observability of the global state of the system when they operate. The general problem has been shown to be NEXP-complete. In this paper, we identify classes of decentralized control problems whose complexity ranges between NEXP and P. In particular, we study problems characterize"
9323,paper_4338,paper,Reinforcement Learning for Agents with Many Sensors and Actuators Acting   in Categorizable Environments,"E. Celaya, J. M. Porta",cs.AI,"In this paper, we confront the problem of applying reinforcement learning to agents that perceive the environment through many sensors and that can perform parallel actions using many actuators as is the case in complex autonomous robots. We argue that reinforcement learning can only be successfully applied to this case if strong assumptions are made on the characteristics of the environment in which the learning is performed, so that the relevant sensor readings and motor commands can be readil"
9324,paper_4339,paper,Additive Pattern Database Heuristics,"A. Felner, S. Hanan, R. E. Korf",cs.AI,"We explore a method for computing admissible heuristic evaluation functions for search problems. It utilizes pattern databases, which are precomputed tables of the exact cost of solving various subproblems of an existing problem. Unlike standard pattern database heuristics, however, we partition our problems into disjoint subproblems, so that the costs of solving the different subproblems can be added together without overestimating the cost of solving the original problem. Previously, we showed"
9325,paper_4340,paper,On Prediction Using Variable Order Markov Models,"R. Begleiter, R. El-Yaniv, G. Yona",cs.AI,"This paper is concerned with algorithms for prediction of discrete sequences over a finite alphabet, using variable order Markov models. The class of such algorithms is large and in principle includes any lossless compression algorithm. We focus on six prominent prediction algorithms, including Context Tree Weighting (CTW), Prediction by Partial Match (PPM) and Probabilistic Suffix Trees (PSTs). We discuss the properties of these algorithms and compare their performance using real life sequences"
9326,paper_4341,paper,Ordered Landmarks in Planning,"J. Hoffmann, J. Porteous, L. Sebastia",cs.AI,"Many known planning tasks have inherent constraints concerning the best order in which to achieve the goals. A number of research efforts have been made to detect such constraints and to use them for guiding search, in the hope of speeding up the planning process. We go beyond the previous approaches by considering ordering constraints not only over the (top-level) goals, but also over the sub-goals that will necessarily arise during planning. Landmarks are facts that must be true at some point "
9327,paper_4342,paper,Finding Approximate POMDP solutions Through Belief Compression,"N. Roy, G. Gordon, S. Thrun",cs.AI,"Standard value function approaches to finding policies for Partially Observable Markov Decision Processes (POMDPs) are generally considered to be intractable for large models. The intractability of these algorithms is to a large extent a consequence of computing an exact, optimal policy over the entire belief space. However, in real-world POMDP problems, computing the optimal policy for the full belief space is often unnecessary for good control even for problems with complicated policy classes."
9328,paper_4343,paper,A Comprehensive Trainable Error Model for Sung Music Queries,"W. P. Birmingham, C. J. Meek",cs.AI,"We propose a model for errors in sung queries, a variant of the hidden Markov model (HMM). This is a solution to the problem of identifying the degree of similarity between a (typically error-laden) sung query and a potential target in a database of musical works, an important problem in the field of music information retrieval. Similarity metrics are a critical component of query-by-humming (QBH) applications which search audio and multimedia databases for strong matches to oral queries. Our mo"
9329,paper_4344,paper,Phase Transitions and Backbones of the Asymmetric Traveling Salesman   Problem,W. Zhang,cs.AI,"In recent years, there has been much interest in phase transitions of combinatorial problems. Phase transitions have been successfully used to analyze combinatorial optimization problems, characterize their typical-case features and locate the hardest problem instances. In this paper, we study phase transitions of the asymmetric Traveling Salesman Problem (ATSP), an NP-hard combinatorial optimization problem that has many real-world applications. Using random instances of up to 1,500 cities in w"
9330,paper_4345,paper,A case of combination of evidence in the Dempster-Shafer theory   inconsistent with evaluation of probabilities,Andrzej K. Brodzik and Robert H. Enders,math.PR,The Dempster-Shafer theory of evidence accumulation is one of the main tools for combining data obtained from multiple sources. In this paper a special case of combination of two bodies of evidence with non-zero conflict coefficient is considered. It is shown that application of the Dempster-Shafer rule of combination in this case leads to an evaluation of masses of the combined bodies that is different from the evaluation of the corresponding probabilities obtained by application of the law of 
9331,paper_4346,paper,Towards a Reliable Framework of Uncertainty-Based Group Decision Support System,"Junyi Chai, James N.K. Liu",eess.SY,"This study proposes a framework of Uncertainty-based Group Decision Support System (UGDSS). It provides a platform for multiple criteria decision analysis in six aspects including (1) decision environment, (2) decision problem, (3) decision group, (4) decision conflict, (5) decision schemes and (6) group negotiation. Based on multiple artificial intelligent technologies, this framework provides reliable support for the comprehensive manipulation of applications and advanced decision approaches t"
9332,paper_4347,paper,A Probabilistic Attack on NP-complete Problems,Alexander Y. Davydov,cs.CC,"Using the probability theory-based approach, this paper reveals the equivalence of an arbitrary NP-complete problem to a problem of checking whether a level set of a specifically constructed harmonic cost function (with all diagonal entries of its Hessian matrix equal to zero) intersects with a unit hypercube in many-dimensional Euclidean space. This connection suggests the possibility that methods of continuous mathematics can provide crucial insights into the most intriguing open questions in "
9333,paper_4348,paper,The Influence of Global Constraints on Similarity Measures for   Time-Series Databases,"Vladimir Kurbalija, Milo\v{s} Radovanovi\'c, Zoltan Geler, Mirjana
  Ivanovi\'c",cs.AI,"A time series consists of a series of values or events obtained over repeated measurements in time. Analysis of time series represents and important tool in many application areas, such as stock market analysis, process and quality control, observation of natural phenomena, medical treatments, etc. A vital component in many types of time-series analysis is the choice of an appropriate distance/similarity measure. Numerous measures have been proposed to date, with the most successful ones based o"
9334,paper_4349,paper,Unstructured Human Activity Detection from RGBD Images,"Jaeyong Sung, Colin Ponce, Bart Selman, Ashutosh Saxena",cs.RO,"Being able to detect and recognize human activities is essential for several applications, including personal assistive robotics. In this paper, we perform detection and recognition of unstructured human activity in unstructured environments. We use a RGBD sensor (Microsoft Kinect) as the input sensor, and compute a set of features based on human pose and motion, as well as based on image and pointcloud information. Our algorithm is based on a hierarchical maximum entropy Markov model (MEMM), wh"
9335,paper_4350,paper,On the origin of ambiguity in efficient communication,Jordi Fortuny and Bernat Corominas-Murtra,cs.CL,"This article studies the emergence of ambiguity in communication through the concept of logical irreversibility and within the framework of Shannon's information theory. This leads us to a precise and general expression of the intuition behind Zipf's vocabulary balance in terms of a symmetry equation between the complexities of the coding and the decoding processes that imposes an unavoidable amount of logical uncertainty in natural communication. Accordingly, the emergence of irreversible compu"
9336,paper_4351,paper,Law of Connectivity in Machine Learning,Jitesh Dundas,cs.AI,"We present in this paper our law that there is always a connection present between two entities, with a selfconnection being present at least in each node. An entity is an object, physical or imaginary, that is connected by a path (or connection) and which is important for achieving the desired result of the scenario. In machine learning, we state that for any scenario, a subject entity is always, directly or indirectly, connected and affected by single or multiple independent / dependent entiti"
9337,paper_4352,paper,Simple Algorithm Portfolio for SAT,"Mladen Nikolic, Filip Maric, Predrag Janicic",cs.AI,"The importance of algorithm portfolio techniques for SAT has long been noted, and a number of very successful systems have been devised, including the most successful one --- SATzilla. However, all these systems are quite complex (to understand, reimplement, or modify). In this paper we propose a new algorithm portfolio for SAT that is extremely simple, but in the same time so efficient that it outperforms SATzilla. For a new SAT instance to be solved, our portfolio finds its k-nearest neighbors"
9338,paper_4353,paper,Vision-Based Navigation I: A navigation filter for fusing   DTM/correspondence updates,"Oleg Kupervasser, Vladimir Voronov",cs.CV,"An algorithm for pose and motion estimation using corresponding features in images and a digital terrain map is proposed. Using a Digital Terrain (or Digital Elevation) Map (DTM/DEM) as a global reference enables recovering the absolute position and orientation of the camera. In order to do this, the DTM is used to formulate a constraint between corresponding features in two consecutive frames. The utilization of data is shown to improve the robustness and accuracy of the inertial navigation alg"
9339,paper_4354,paper,A random walk on image patches,Kye M. Taylor and Francois G. Meyer,physics.data-an,"In this paper we address the problem of understanding the success of algorithms that organize patches according to graph-based metrics. Algorithms that analyze patches extracted from images or time series have led to state-of-the art techniques for classification, denoising, and the study of nonlinear dynamics. The main contribution of this work is to provide a theoretical explanation for the above experimental observations. Our approach relies on a detailed analysis of the commute time metric o"
9340,paper_4355,paper,Abstraction Super-structuring Normal Forms: Towards a Theory of   Structural Induction,Adrian Silvescu and Vasant Honavar,cs.AI,"Induction is the process by which we obtain predictive laws or theories or models of the world. We consider the structural aspect of induction. We answer the question as to whether we can find a finite and minmalistic set of operations on structural elements in terms of which any theory can be expressed. We identify abstraction (grouping similar entities) and super-structuring (combining topologically e.g., spatio-temporally close entities) as the essential structural operations in the induction"
9341,paper_4356,paper,On a Rapid Simulation of the Dirichlet Process,Mahmoud Zarepour and Luai Al Labadi,stat.ML,"We describe a simple and efficient procedure for approximating the L\'evy measure of a $\text{Gamma}(\alpha,1)$ random variable. We use this approximation to derive a finite sum-representation that converges almost surely to Ferguson's representation of the Dirichlet process based on arrivals of a homogeneous Poisson process. We compare the efficiency of our approximation to several other well known approximations of the Dirichlet process and demonstrate a substantial improvement."
9342,paper_4357,paper,3D Terrestrial lidar data classification of complex natural scenes using   a multi-scale dimensionality criterion: applications in geomorphology,Nicolas Brodu and Dimitri Lague,cs.CV,"3D point clouds of natural environments relevant to problems in geomorphology often require classification of the data into elementary relevant classes. A typical example is the separation of riparian vegetation from ground in fluvial environments, the distinction between fresh surfaces and rockfall in cliff environments, or more generally the classification of surfaces according to their morphology. Natural surfaces are heterogeneous and their distinctive properties are seldom defined at a uniq"
9343,paper_4358,paper,A Variational Bayes Approach to Decoding in a Phase-Uncertain Digital   Receiver,Arijit Das and Anthony Quinn,stat.AP,"This paper presents a Bayesian approach to symbol and phase inference in a phase-unsynchronized digital receiver. It primarily extends [Quinn 2011] to the multi-symbol case, using the variational Bayes (VB) approximation to deal with the combinatorial complexity of the phase inference in this case. The work provides a fully Bayesian extension of the EM-based framework underlying current turbo-synchronization methods, since it induces a von Mises prior on the time-invariant phase parmeter. As a r"
9344,paper_4359,paper,"""Memory foam"" approach to unsupervised learning",Natalia B. Janson and Christopher J. Marsden,nlin.AO,"We propose an alternative approach to construct an artificial learning system, which naturally learns in an unsupervised manner. Its mathematical prototype is a dynamical system, which automatically shapes its vector field in response to the input signal. The vector field converges to a gradient of a multi-dimensional probability density distribution of the input process, taken with negative sign. The most probable patterns are represented by the stable fixed points, whose basins of attraction a"
9345,paper_4360,paper,Distributed Matrix Completion and Robust Factorization,"Lester Mackey, Ameet Talwalkar, Michael I. Jordan",cs.LG,"If learning methods are to scale to the massive sizes of modern datasets, it is essential for the field of machine learning to embrace parallel and distributed computing. Inspired by the recent development of matrix factorization methods with rich theory but poor computational complexity and by the relative ease of mapping matrices onto distributed architectures, we introduce a scalable divide-and-conquer framework for noisy matrix factorization. We present a thorough theoretical analysis of thi"
9346,paper_4361,paper,Automatic Road Lighting System (ARLS) Model Based on Image Processing of   Moving Object,"Suprijadi, Thomas Muliawan, Sparisoma Viridi",cs.CV,Using a vehicle toy (in next future called vehicle) as a moving object an automatic road lighting system (ARLS) model is constructed. A digital video camera with 25 fps is used to capture the vehicle motion as it moves in the test segment of the road. Captured images are then processed to calculate vehicle speed. This information of the speed together with position of vehicle is then used to control the lighting system along the path that passes by the vehicle. Length of the road test segment is
9347,paper_4362,paper,GraphLab: A Distributed Framework for Machine Learning in the Cloud,"Yucheng Low, Joseph Gonzalez, Aapo Kyrola, Danny Bickson, Carlos
  Guestrin",cs.LG,"Machine Learning (ML) techniques are indispensable in a wide range of fields. Unfortunately, the exponential increase of dataset sizes are rapidly extending the runtime of sequential algorithms and threatening to slow future progress in ML. With the promise of affordable large-scale parallel computing, Cloud systems offer a viable platform to resolve the computational challenges in ML. However, designing and implementing efficient, provably correct distributed ML algorithms is often prohibitivel"
9348,paper_4363,paper,An Information Theoretic Representation of Agent Dynamics as Set   Intersections,Samuel Epstein and Margrit Betke,cs.IT,"We represent agents as sets of strings. Each string encodes a potential interaction with another agent or environment. We represent the total set of dynamics between two agents as the intersection of their respective strings, we prove complexity properties of player interactions using Algorithmic Information Theory. We show how the proposed construction is compatible with Universal Artificial Intelligence, in that the AIXI model can be seen as universal with respect to interaction."
9349,paper_4364,paper,A Novel Multicriteria Group Decision Making Approach With Intuitionistic   Fuzzy SIR Method,"Junyi Chai, James N.K. Liu",cs.AI,"The superiority and inferiority ranking (SIR) method is a generation of the well-known PROMETHEE method, which can be more efficient to deal with multi-criterion decision making (MCDM) problem. Intuitionistic fuzzy sets (IFSs), as an important extension of fuzzy sets (IFs), include both membership functions and non-membership functions and can be used to, more precisely describe uncertain information. In real world, decision situations are usually under uncertain environment and involve multiple"
9350,paper_4365,paper,Online Vehicle Detection For Estimating Traffic Status,Ranch Y.Q. Lai,cs.CV,We propose a traffic congestion estimation system based on unsupervised on-line learning algorithm. The system does not rely on background extraction or motion detection. It extracts local features inside detection regions of variable size which are drawn on lanes in advance. The extracted features are then clustered into two classes using K-means and Gaussian Mixture Models(GMM). A Bayes classifier is used to detect vehicles according to the previous cluster information which keeps updated when
